CÓDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORÍA_PERSONAL;POSICIÓN;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TÉRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSIÓN PERCAPITA (US$);DOCENTE/INSTITUCIÓN;ASISTENCIA
6500921;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;CENTRO EXCELENCIA AGIL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6504496;Rimac S.A. EPS;41;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CORREDORES ESTRATEGICOS EB;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6509476;Rimac S.A. EPS;40;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6542293;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6503924;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ARQUEADOR;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500347;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6532673;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;BUSINESS DEVELOPER;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6533922;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE PRODUCTO RRLL;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541609;Rimac Seguros y Reasegrs;22;Masculino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6531690;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE MARKETING;MARKETING;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541024;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6524384;Rimac Seguros y Reasegrs;32;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO PROYECTOS SELF SERVICE;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6540711;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;INGENIERO AUTOMATIZACION DE PRUEBAS;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6537857;Rimac Seguros y Reasegrs;24;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PROYECTOS Y GESTION DE INFORMAC;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500964;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EXPERTO DE APLICACIONES;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6542230;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE PRODUCTO RRLL;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6538161;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE REASEGUROS;REASEGUROS Y COASEGUROS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6502662;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE NEGOCIO;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6501218;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6504773;Rimac S.A. EPS;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR SINIESTROS SALUD Y ACCIDENTES;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6540743;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DESARROLLO DEL TALENTO;DESARROLLO Y APRENDIZAJE;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6501399;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ABOGADO DE RECUPEROS;ASESORIA JURIDICA CONTENCIOSA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6538412;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE DESARROLLO;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6536833;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;CENTRO EXCELENCIA AGIL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6501507;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE CONTABILIDAD ADMINISTRATIVA;CONTABILIDAD;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6507073;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES SELF SERVICE;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541050;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUXILIAR ADMINISTRATIVO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6502623;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6523854;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE PRODUCTO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6504726;Rimac S.A. EPS;33;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE PRODUCTO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500970;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE IMPLEMENTACION Y CONFIGURACION;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541607;Rimac S.A. EPS;22;Femenino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6539461;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE PRODUCTO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6509472;Rimac Seguros y Reasegrs;58;Femenino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE COMERCIAL CORPORATIVO;CORPORATIVO Y ESTADO;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500514;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GERENTE DE AGENCIA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6506384;Rimac Seguros y Reasegrs;48;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE CAJA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500057;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;CENTRO EXCELENCIA AGIL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500553;Rimac Seguros y Reasegrs;43;Masculino;CESADO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6542379;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6504691;Rimac S.A. EPS;41;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE INFORMACION BIOMEDICA;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6538379;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE DELIMITACION DE COBERTURA;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6509878;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6515693;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;JEFE DE PRODUCTO;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500630;Rimac Seguros y Reasegrs;39;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE GESTION ADMINISTRATIVA;BUSINESS PARTNER Y COMPENSACIONES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6532678;Rimac Seguros y Reasegrs;25;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6511293;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PLANIFICACION COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541615;Rimac S.A. EPS;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DATA SALUD;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6539460;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE PRODUCTO;PRODUCTO;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6533087;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUXILIAR ADMINISTRATIVO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6540555;Rimac Seguros y Reasegrs;36;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6542212;Rimac Seguros y Reasegrs;41;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;TECHNICAL TRIBE LEAD;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6502199;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PROCESS DESIGN SPECIALIST;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541622;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6542231;Rimac Seguros y Reasegrs;28;Masculino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6541265;Rimac Seguros y Reasegrs;39;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE ESTRATEGIA Y GESTION COBRANZAS;COBRANZAS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6536042;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE PROCESOS;EFICIENCIA OPERATIVA;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6533932;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PRODUCT OWNER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6503439;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR COMERCIAL;CORREDORES ESTRATEGICOS RRGG;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6500466;Rimac Seguros y Reasegrs;38;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SR DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6510779;Rimac Seguros y Reasegrs;50;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;RECEPCIONISTA TELEFONICA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6532788;Rimac S.A. EPS;28;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6540755;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR RELACIONES LABORALES;RELACIONES LABORALES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6539492;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA AUTOMATIZACION DE PROCESOS;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6537851;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6503347;Rimac Seguros y Reasegrs;57;Masculino;ACTIVO;Empleado FFVV;ADMINISTRATIVOS;COLABORADOR;ASESOR POST VENTA Y FIDELIZACION;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6538878;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CULTURA Y CLIMA;CULTURA Y COMUNICACION INTERNA;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
6539205;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE TELEMARKETING;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Talk Rimac;7/07/2020;7/07/2020;7;1.5;;AGILE;VIRTUAL;0;PAOLA TELAYA, VIVIANA PORTO Y PAMELA NOGALES;FALTÓ
