id;age;fnlwgt;education-num;race;sex;capital-gain;capital-loss;hours-per-week;native-country
2396;19;57067;9; White; Male;0;0;45;USA
2397;41;304906;13; White; Male;0;0;40;USA
2398;74;101590;15; Black; Female;0;0;20;USA
2399;27;258102;3; White; Male;0;0;40;Others
2400;23;241185;9; White; Female;0;0;40;USA
2401;31;124827;11; White; Male;0;0;40;USA
2402;40;76625;9; White; Male;0;0;40;USA
2403;41;263339;9; White; Male;0;0;40;USA
2404;25;135645;14; White; Male;0;0;20;USA
2405;42;245626;9;Other; Male;0;0;60;USA
2406;24;210781;13; White; Female;0;0;40;USA
2407;42;235786;12; White; Male;0;0;50;USA
2408;45;160167;6; White; Male;0;0;70;USA
2409;52;30731;9; White; Male;7298;0;40;USA
2410;34;314375;11; White; Male;0;0;40;USA
2411;32;81528;9; White; Male;0;0;60;USA
2412;54;182854;9; White; Male;0;0;45;USA
2413;42;296798;7; White; Male;0;1340;40;USA
2414;32;194426;13; White; Male;15024;0;40;USA
2415;55;141807;13; White; Male;0;0;60;USA
2416;52;71344;14; White; Male;0;0;40;USA
2417;21;341410;10; White; Female;0;0;15;USA
2418;33;118941;13; White; Female;0;0;40;USA
2419;27;229125;7; White; Male;0;0;40;USA
2420;42;142756;13; White; Female;0;0;50;USA
2421;27;243871;10; White; Female;0;0;45;USA
2422;47;213140;11; White; Male;7688;0;40;USA
2423;19;196857;9; White; Female;0;0;40;USA
2424;46;138626;10; White; Male;0;0;40;USA
2425;55;161334;9; White; Female;0;0;25;Others
2426;50;273536;4;Other; Male;0;0;49;Others
2427;32;115631;10; White; Female;4101;0;50;USA
2428;28;185957;9; White; Female;0;0;40;USA
2429;23;334357;9; Black; Female;0;0;40;USA
2430;43;96102;14; White; Male;0;0;50;USA
2431;34;213226;13; White; Male;0;0;40;Others
2432;19;115248;10;Other; Male;0;0;40;Others
2433;37;185061;10;Other; Male;0;0;55;USA
2434;27;147638;13;Other; Female;0;0;40;Others
2435;18;280298;9; White; Female;0;0;24;USA
2436;31;163516;10; White; Female;0;0;40;USA
2437;49;277434;9; White; Male;0;0;50;USA
2438;26;206983;15; White; Male;0;0;60;Others
2439;48;108993;9; White; Male;0;0;45;USA
2440;39;288551;9; Black; Male;0;0;40;USA
2441;41;176069;9; White; Female;0;0;40;USA
2442;48;183486;11; White; Female;0;0;56;USA
2443;40;163215;13; White; Female;10520;0;40;USA
2444;70;94692;13; White; Male;0;0;70;USA
2445;20;118462;9; White; Male;0;0;43;USA
2446;38;407068;3; White; Male;0;0;75;Others
2447;37;243587;10; White; Female;0;0;40;Others
2448;49;23074;10; White; Female;0;0;40;USA
2449;51;237735;9; White; Male;3103;0;40;USA
2450;43;188291;2; White; Male;0;0;40;USA
2451;38;284166;15; White; Male;0;0;50;USA
2452;23;287681;4; White; Male;0;0;25;Others
2453;34;509364;9; White; Male;0;0;40;USA
2454;33;91964;10; White; Male;0;0;40;USA
2455;31;117526;10; White; Female;0;0;45;USA
2456;64;91343;10; White; Female;0;0;40;USA
2457;26;336969;13; White; Male;0;0;28;Others
2458;55;255364;10; White; Male;0;0;40;USA
2459;61;167670;13; White; Male;0;0;40;USA
2460;37;211494;9; White; Male;0;0;40;USA
2461;78;136198;13; White; Male;0;0;15;USA
2462;27;409815;10; Black; Female;0;0;40;USA
2463;49;188823;9; White; Male;0;0;42;USA
2464;55;146326;14; White; Male;7688;0;45;USA
2465;42;154374;13; White; Male;0;0;58;USA
2466;61;197286;5; White; Male;0;0;40;USA
2467;64;100722;13; White; Male;0;0;5;USA
2468;46;377622;9; White; Male;0;0;40;USA
2469;24;145964;13; White; Male;0;0;40;USA
2470;27;358636;10; White; Male;2829;0;70;USA
2471;47;155489;9; White; Male;7688;0;55;USA
2472;18;57413;10; White; Male;0;0;15;USA
2473;48;320421;9; White; Male;0;0;50;USA
2474;50;174752;9; White; Male;0;0;40;USA
2475;40;229364;14; White; Female;0;0;45;USA
2476;56;157486;6; White; Male;0;0;40;USA
2477;34;92682;9; White; Female;4865;0;40;USA
2478;56;101338;13; White; Male;0;0;40;USA
2479;18;132652;7; White; Male;0;0;20;USA
2480;21;34616;10; White; Female;0;0;25;USA
2481;40;218903;9; White; Female;0;0;40;USA
2482;27;204098;9; White; Male;0;0;50;USA
2483;52;64045;15; White; Male;99999;0;45;USA
2484;46;189763;9; White; Female;0;0;30;USA
2485;23;26248;9; White; Female;0;0;40;USA
2486;50;92079;10; White; Male;0;0;45;USA
2487;19;280071;10; White; Male;0;0;50;USA
2488;20;224059;9; White; Male;0;0;40;USA
2489;39;185520;10; White; Female;8614;0;40;USA
2490;24;265567;7; White; Male;0;0;35;USA
2491;72;106890;11; White; Female;0;0;40;USA
2492;42;39586;14; White; Female;0;0;20;USA
2493;51;209912;13;Other; Male;0;0;50;USA
2494;39;144169;9; White; Male;0;0;50;USA
2495;40;50442;10;Other; Female;2977;0;35;USA
2496;34;89644;10; White; Male;0;0;55;USA
2497;19;275889;7; White; Male;0;0;40;Others
2498;26;231638;9; White; Female;0;0;40;USA
2499;45;224474;13; White; Female;4934;0;50;USA
2500;28;355259;14; White; Female;0;0;40;USA
2501;30;68330;13; White; Male;0;0;40;USA
2502;32;185410;9; White; Female;0;0;40;USA
2503;19;87653;10; White; Female;0;0;25;USA
2504;21;286853;9; White; Male;0;0;35;USA
2505;54;96710;9; Black; Female;0;0;20;USA
2506;62;160143;15; White; Male;0;0;30;USA
2507;25;186925;10; White; Male;2597;0;48;USA
2508;49;109705;10; White; Female;0;0;32;USA
2509;32;94235;9; White; Male;0;0;40;USA
2510;37;297449;9; White; Male;0;0;40;USA
2511;58;205896;9; White; Female;0;0;40;USA
2512;37;93717;10; White; Female;7298;0;45;USA
2513;41;194710;9; White; Female;0;0;40;USA
2514;38;236391;13; White; Male;7688;0;40;USA
2515;47;189123;9; White; Male;0;0;40;USA
2516;42;358677;9; Black; Male;0;0;35;USA
2517;30;199539;9; White; Male;0;1902;40;USA
2518;43;128170;10; White; Male;7688;0;40;USA
2519;34;231238;9; Black; Male;0;0;40;USA
2520;57;296152;10; White; Female;594;0;10;USA
2521;46;166003;7; White; Male;0;0;40;USA
2522;32;281437;10; White; Male;0;0;55;USA
2523;20;190231;5; White; Female;0;0;11;Others
2524;47;122026;11; White; Male;0;0;50;USA
2525;53;174102;4; White; Male;4386;0;50;Others
2526;43;125461;13; White; Male;0;0;65;USA
2527;80;184335;4; White; Male;0;0;30;USA
2528;24;211345;10; White; Female;0;0;40;Others
2529;43;147328;14; White; Male;0;1977;60;USA
2530;22;222993;9; White; Male;0;0;40;USA
2531;40;225978;10; Black; Male;0;0;40;USA
2532;48;121124;9; White; Male;0;0;50;USA
2533;51;234057;9; White; Male;0;0;45;USA
2534;24;306515;9; White; Female;0;0;40;USA
2535;19;116562;9; White; Female;0;0;40;USA
2536;34;171159;10; White; Female;0;0;30;USA
2537;24;199011;9; White; Male;0;0;40;USA
2538;41;443508;13; White; Male;0;0;48;Others
2539;24;29810;9; White; Female;0;0;38;USA
2540;22;238831;10; White; Male;0;0;40;USA
2541;32;566117;10; White; Female;0;0;40;USA
2542;41;255044;13; White; Female;0;0;55;USA
2543;20;436253;10; White; Male;0;0;35;USA
2544;31;300687;9; Black; Male;0;0;40;USA
2545;55;144071;13; White; Male;0;0;18;USA
2546;26;188767;13; White; Male;0;0;40;USA
2547;27;300777;9; White; Male;0;0;70;USA
2548;35;26987;9; White; Female;0;0;40;USA
2549;40;174395;9; White; Male;0;0;60;Others
2550;59;90290;10; White; Male;0;0;34;USA
2551;61;183735;10; White; Male;0;0;45;USA
2552;31;123273;9; Black; Female;0;0;40;USA
2553;43;186916;14; White; Male;0;0;60;USA
2554;61;43554;3; Black; Male;0;2339;40;USA
2555;54;178251;12; White; Female;0;0;30;USA
2556;30;255885;10; White; Male;0;0;50;USA
2557;20;64292;10; White; Female;0;0;50;USA
2558;27;194773;14; White; Female;0;0;50;Others
2559;44;133060;10; White; Male;0;0;60;USA
2560;64;258006;10; White; Female;0;0;40;Others
2561;55;92215;9; White; Female;0;0;40;USA
2562;34;33945;9; White; Male;6849;0;55;USA
2564;34;355571;9; Black; Female;0;0;40;USA
2565;47;139268;15; White; Male;0;1977;60;USA
2566;26;34402;13; White; Male;0;0;45;USA
2567;35;25955;7;Other; Male;0;0;40;USA
2568;36;209609;13; White; Male;0;0;38;USA
2569;47;168283;13; White; Male;0;0;40;USA
2570;17;295488;7; Black; Female;0;0;25;USA
2571;35;190895;10; White; Male;0;0;60;USA
2572;33;164190;14; White; Male;0;0;20;USA
2573;25;216010;12; White; Female;0;0;40;USA
2574;18;387568;6; White; Male;0;0;10;USA
2575;47;188386;14; White; Male;0;0;38;USA
2576;44;174491;9; Black; Female;0;0;30;USA
2577;41;31221;9; White; Female;0;0;30;USA
2578;30;272451;13; White; Female;0;0;40;USA
2579;53;152652;10; White; Male;0;0;50;USA
2580;53;104413;9; Black; Female;0;0;20;USA
2581;40;105936;9; White; Female;5013;0;20;USA
2582;24;379066;10; White; Male;0;2205;24;USA
2583;27;214858;13; White; Male;0;0;40;USA
2584;50;237735;3; White; Male;0;0;37;Others
2585;36;158592;7; White; Male;0;0;50;USA
2586;41;237321;2; White; Male;0;0;40;Others
2587;41;23646;14; White; Female;0;0;40;USA
2588;31;169240;9; White; Female;0;0;40;USA
2589;32;454508;13; White; Male;0;0;40;USA
2590;22;130356;10; White; Male;0;0;48;USA
2591;22;427686;6; White; Male;0;0;40;USA
2592;18;36411;8; White; Male;0;0;30;USA
2593;39;548510;13; Black; Male;0;0;30;USA
2594;38;187264;9; White; Female;0;0;55;USA
2595;35;140752;9; White; Male;0;0;40;USA
2596;23;325596;10; White; Male;0;0;40;USA
2597;54;175804;13; White; Male;0;0;40;USA
2598;36;107302;14; White; Male;0;0;60;USA
2599;63;41161;9; White; Male;0;0;55;USA
2600;39;401832;10; White; Male;0;0;48;USA
2601;57;353808;10; White; Male;0;0;60;USA
2602;58;349910;15; White; Male;0;1977;50;USA
2603;29;161478;13;Other; Female;0;0;40;Others
2604;17;400225;7; White; Female;0;0;20;USA
2605;40;367533;9; White; Male;0;0;40;USA
2606;69;69306;10; White; Female;0;0;15;USA
2607;28;270366;6; White; Female;0;0;40;USA
2608;38;103751;5; White; Male;0;0;40;USA
2609;44;75227;15; White; Male;14084;0;40;USA
2610;45;132563;15; Black; Female;0;1726;40;USA
2611;33;79580;13; Black; Male;0;0;40;USA
2612;41;344624;10; White; Male;0;1485;40;USA
2613;37;186359;9; White; Male;7688;0;60;USA
2614;50;121685;10; White; Male;0;0;45;USA
2615;48;75104;13; White; Male;0;0;50;USA
2616;36;246449;10; White; Male;0;0;60;USA
2617;21;85088;10; White; Female;0;0;37;USA
2618;37;545483;12; White; Male;0;0;40;USA
2619;20;243986;10; White; Female;0;0;20;USA
2620;54;32778;9; White; Female;0;0;30;USA
2621;28;369114;9; White; Female;0;0;40;USA
2622;27;217200;10; White; Male;0;0;40;USA
2623;33;149220;11; Black; Female;0;0;40;USA
2624;40;335549;15; White; Male;0;2444;45;USA
2625;47;102308;14; White; Male;0;0;40;USA
2626;44;367749;2; White; Female;0;0;40;Others
2627;25;98281;8; White; Male;0;0;43;USA
2628;35;115792;13; White; Male;0;0;55;USA
2629;29;277788;10; White; Female;0;0;25;USA
2630;30;103435;9; White; Male;0;0;40;USA
2631;30;37646;10; White; Male;0;0;40;USA
2632;56;385632;4; White; Female;0;0;40;USA
2633;25;210278;13; White; Male;0;0;30;USA
2634;28;335357;9; Black; Male;0;0;40;USA
2635;43;272165;5; White; Male;0;0;40;USA
2636;47;148995;9; White; Male;0;0;60;USA
2637;46;113434;13; White; Male;0;0;40;USA
2638;41;132551;14; White; Female;0;0;35;USA
2639;38;115433;12; White; Female;7688;0;33;USA
2640;29;227890;9; Black; Male;0;0;40;USA
2641;25;503012;3; White; Male;0;0;40;Others
2642;56;250873;7; White; Male;0;0;45;USA
2643;31;407930;4; White; Male;0;0;40;USA
2644;22;148187;7; White; Male;0;0;40;USA
2645;31;159322;9; White; Male;0;0;40;USA
2646;28;334368;10; White; Female;0;0;40;USA
2647;53;196328;13; Black; Male;0;0;40;USA
2648;45;270842;14; White; Female;0;0;50;USA
2649;71;235079;1; Black; Male;0;0;10;USA
2650;39;188391;9; White; Male;7298;0;50;USA
2651;19;30559;9; White; Female;0;0;40;USA
2652;34;255098;13; White; Female;0;0;40;USA
2653;36;248010;9; White; Male;0;0;45;USA
2654;40;174515;9; White; Female;0;0;40;USA
2655;90;171956;10; White; Female;0;0;40;Others
2656;56;193130;15; White; Male;0;0;16;USA
2657;21;108670;9; White; Female;0;0;40;USA
2658;48;186172;13; White; Male;0;0;45;USA
2659;45;348854;10; White; Female;0;0;27;USA
2660;46;271828;9; White; Male;0;0;40;USA
2661;64;148606;6; White; Female;0;0;35;USA
2662;29;123983;14;Other; Male;0;0;40;Others
2663;22;24896;9; White; Female;0;0;30;Others
2664;47;573583;9; White; Male;0;0;48;Others
2665;67;106175;13; White; Male;0;2392;75;USA
2666;43;307767;9; White; Male;0;0;40;USA
2667;42;200574;10; White; Male;0;0;40;USA
2668;31;59083;10; White; Male;0;1672;50;USA
2669;53;358056;7; White; Female;0;0;40;USA
2670;81;114670;5; Black; Female;2062;0;5;USA
2671;33;262042;9; White; Female;0;1138;40;USA
2672;17;206010;8; White; Female;0;0;8;USA
2673;28;159001;9; White; Male;0;0;30;USA
2674;24;155818;10; White; Female;0;0;40;USA
2675;40;96055;9; White; Female;0;0;45;USA
2676;30;131776;14; White; Female;0;0;40;USA
2677;24;228613;7; White; Female;0;0;40;USA
2678;26;198163;14; White; Female;0;0;40;USA
2679;38;37028;10; White; Female;0;0;38;USA
2680;30;177304;9; White; Male;0;0;40;USA
2681;33;144064;13; White; Male;0;0;50;USA
2682;40;146659;9; White; Male;0;0;60;USA
2683;63;26904;9; White; Male;0;0;98;USA
2684;23;238917;4; White; Male;0;0;36;USA
2685;56;170148;9; Black; Male;0;0;40;USA
2686;42;27821;11; White; Male;0;0;60;USA
2687;40;220460;9; White; Male;0;0;40;Others
2688;49;101320;12; White; Female;0;1902;40;USA
2689;52;91048;9; Black; Female;0;0;35;USA
2690;28;298696;13; White; Female;0;0;40;USA
2691;35;207202;6; White; Male;0;0;70;USA
2692;43;180599;9; White; Male;0;0;35;USA
2693;29;132686;15; White; Male;0;0;50;Others
2694;23;240063;13; White; Male;0;0;25;USA
2695;50;177705;10; White; Male;0;1740;48;USA
2696;34;511361;10; Black; Male;0;0;40;USA
2697;19;89397;9; White; Male;0;0;40;USA
2698;47;239439;7; Black; Female;0;0;40;USA
2699;37;36989;10; White; Male;0;0;40;USA
2700;25;76978;9; Black; Female;0;0;35;USA
2701;75;200068;10; White; Male;0;0;35;USA
2702;24;454941;9; White; Male;0;0;40;USA
2703;28;107218;13;Other; Male;0;0;20;USA
2704;17;182070;7; White; Female;0;0;16;USA
2705;31;176360;9; Black; Male;0;0;40;USA
2706;31;452405;1; White; Female;0;0;35;Others
2707;45;84790;13; White; Male;0;0;55;USA
2708;31;186787;9; White; Male;0;0;42;USA
2709;27;169662;13; White; Male;0;0;42;USA
2710;48;125933;10; Black; Female;0;1669;38;USA
2711;34;225548;13; Black; Male;0;0;30;USA
2712;26;240842;9; Black; Female;0;0;40;USA
2713;53;103931;10; White; Male;0;0;40;USA
2714;60;232618;13; White; Male;0;0;35;USA
2715;49;288548;14; White; Female;0;0;50;USA
2716;40;220609;10; White; Female;0;0;40;USA
2717;48;26145;6; White; Male;0;0;80;USA
2718;23;268525;13; White; Male;0;0;50;USA
2719;42;121264;11; White; Male;0;0;40;USA
2720;37;29814;9; White; Male;0;0;85;USA
2721;27;193701;9; White; Female;0;0;45;USA
2722;38;183279;10; White; Male;0;0;44;USA
2723;27;163942;9; White; Male;0;0;35;Others
2724;75;188612;9; White; Female;0;0;40;USA
2725;49;102771;13; White; Male;0;0;52;USA
2726;27;85625;10; White; Male;0;0;20;USA
2727;36;245090;13; White; Male;0;0;50;Others
2728;36;131239;13; White; Male;3103;0;45;USA
2729;35;182074;9; White; Male;0;0;35;USA
2730;36;187046;9; White; Male;0;0;40;USA
2731;53;90624;7; Black; Male;0;0;40;USA
2732;27;37933;10; Black; Female;0;0;40;USA
2733;34;182177;9; White; Male;3325;0;35;USA
2734;61;716416;10; White; Male;0;0;44;USA
2735;29;190562;9; White; Male;0;0;56;USA
2736;40;141583;10; Black; Female;0;0;35;USA
2737;37;98941;14; White; Male;0;0;40;USA
2738;22;201729;5; White; Male;0;0;30;USA
2739;43;175485;10; White; Male;0;0;40;USA
2740;55;149168;9; White; Male;0;0;30;USA
2741;28;115971;10; White; Female;0;0;40;USA
2742;23;161708;13; White; Female;0;0;30;USA
2743;64;244903;7; Black; Male;0;0;40;USA
2744;46;155664;10; White; Male;0;0;40;USA
2745;29;112754;10; White; Male;0;0;40;USA
2746;44;178385;14;Other; Male;0;0;48;Others
2747;20;44064;10; White; Male;0;0;25;USA
2748;62;120939;10; White; Male;0;0;40;USA
2749;49;165134;11; White; Female;0;0;35;Others
2750;29;100405;6;Other; Female;0;0;40;USA
2751;35;361888;13; White; Male;0;0;60;Others
2752;39;167864;7; White; Male;0;0;30;USA
2753;39;202950;13; White; Male;0;0;45;USA
2754;37;218188;9; White; Female;0;0;32;USA
2755;38;234962;9; White; Male;2829;0;30;Others
2756;31;259931;4; White; Male;0;0;40;USA
2757;55;189528;4; White; Male;0;0;60;USA
2758;38;34996;10; White; Female;0;0;40;USA
2759;33;112584;10; White; Female;0;0;25;USA
2760;25;117589;12; White; Female;0;0;40;USA
2761;37;267086;11; White; Female;0;0;52;USA
2762;49;44434;10; White; Male;0;0;35;USA
2763;26;96130;9; White; Male;0;0;40;USA
2764;35;181382;9; White; Male;0;0;43;USA
2765;44;168845;9; White; Female;0;0;60;USA
2766;37;271767;14; White; Male;0;0;45;USA
2767;42;194636;13; White; Male;0;0;45;USA
2768;64;194894;16; White; Female;4787;0;40;USA
2769;28;132686;9; White; Male;0;0;40;USA
2770;35;185848;9; White; Male;4650;0;50;USA
2771;40;184378;13; White; Male;0;0;40;USA
2772;55;270859;13; White; Male;0;0;40;USA
2773;21;231866;9; White; Male;0;0;65;USA
2774;49;36032;10; Black; Female;0;0;40;USA
2775;51;172962;16; White; Male;0;0;40;USA
2776;57;98350;15;Other; Male;0;1902;40;Others
2777;51;24185;13; White; Male;0;0;40;USA
2778;24;85088;9; White; Female;0;1762;32;USA
2779;45;94962;9; White; Male;0;0;40;Others
2780;28;480861;9; White; Male;0;0;45;USA
2781;42;187702;15; White; Male;0;2415;60;USA
2782;22;52262;10; White; Male;0;0;40;USA
2783;28;52636;14; White; Male;0;0;40;USA
2784;60;175273;9; White; Female;0;0;40;USA
2785;31;327825;9; White; Female;0;2238;40;USA
2786;47;125892;10; White; Male;0;0;75;USA
2787;30;398827;9; White; Male;0;0;60;USA
2788;61;208919;14; White; Male;0;0;60;USA
2789;71;365996;13; White; Female;0;0;6;USA
2790;42;307638;9; White; Female;0;0;40;USA
2791;44;33068;8; White; Male;0;0;55;USA
2792;46;254291;10; White; Male;0;0;60;USA
2793;50;125417;15; Black; Female;0;0;52;USA
2794;27;28848;13; White; Male;0;0;9;USA
2795;21;194723;10; White; Female;0;0;40;Others
2796;25;195118;9; White; Male;0;0;35;USA
2797;61;123273;3; White; Male;0;1876;56;USA
2798;54;220115;10; White; Male;0;0;30;USA
2799;31;265706;13; White; Male;0;0;40;USA
2800;53;279129;10; White; Male;0;0;30;USA
2801;39;122742;12; White; Male;15024;0;55;USA
2802;57;172654;15; White; Male;15024;0;50;USA
2803;48;119199;13; White; Female;0;0;44;USA
2804;30;107793;10; White; Male;0;0;56;USA
2805;35;237943;9; White; Male;0;0;60;USA
2806;42;64632;9; White; Male;0;0;50;USA
2807;34;96245;9; White; Male;0;0;40;USA
2808;59;361494;9; White; Male;0;0;40;USA
2809;69;122850;6; White; Male;0;0;20;USA
2810;29;173652;10; White; Female;0;0;40;USA
2811;40;164663;9; White; Male;0;0;40;USA
2812;21;98678;10; White; Male;0;0;15;USA
2813;40;245529;12; White; Female;0;0;40;USA
2814;43;55294;10; White; Male;0;0;40;USA
2815;36;140583;9; White; Male;0;0;40;USA
2816;41;79797;9;Other; Male;0;0;40;Others
2817;20;283499;10; White; Male;0;0;30;USA
2818;41;51111;13; White; Female;0;0;40;USA
2819;34;232475;10; White; Male;0;0;50;USA
2820;48;176140;7; Black; Female;0;0;40;USA
2821;27;301654;9; White; Female;0;0;40;USA
2822;35;376455;10; White; Male;15024;0;60;USA
2823;27;229803;9; Black; Male;0;0;40;USA
2824;20;337639;10; White; Male;0;0;40;USA
2825;18;130849;10; White; Female;0;0;15;USA
2826;32;296282;13; White; Male;0;0;40;USA
2827;38;266645;14; White; Male;0;0;60;USA
2828;23;110128;10; White; Male;0;0;40;USA
2829;28;90196;13; White; Male;0;0;45;USA
2830;40;40024;15; White; Male;0;0;38;USA
2831;35;144322;9; White; Female;0;0;40;USA
2832;74;162340;10; White; Male;0;0;40;USA
2833;28;169069;9; White; Male;0;0;40;USA
2834;23;113601;10; White; Male;0;0;30;USA
2835;20;157145;10; White; Male;0;2258;10;USA
2836;44;111275;9; Black; Female;0;0;56;USA
2837;46;102076;9; White; Female;0;0;25;USA
2838;51;145409;13; White; Male;15024;0;50;USA
2839;40;190122;10; White; Female;0;0;40;USA
2840;48;331482;15; White; Male;0;1977;40;USA
2841;60;170114;5; White; Male;0;1672;84;USA
2842;48;193188;13; White; Male;0;0;40;USA
2843;46;267588;13; White; Female;0;0;70;USA
2844;48;200471;13; White; Male;0;0;40;USA
2845;24;322658;13; White; Female;0;0;40;USA
2846;45;263982;10; White; Female;0;0;40;USA
2847;18;266287;8; White; Female;0;0;35;USA
2848;39;278187;9; White; Male;0;0;40;USA
2849;65;81413;9; White; Male;0;2352;65;USA
2850;22;221745;10; White; Female;0;0;40;USA
2851;20;140764;10; White; Female;0;0;20;USA
2852;28;206351;10; White; Male;0;0;40;USA
2853;46;176814;15; White; Male;99999;0;50;USA
2854;42;245307;13; White; Male;0;1977;48;USA
2855;28;119545;10; White; Male;7688;0;50;USA
2856;18;179203;10; White; Female;0;0;20;USA
2857;24;44075;13;Other; Male;0;0;40;USA
2858;45;178319;16; White; Male;0;0;56;USA
2859;24;219754;9; White; Male;0;0;40;USA
2860;44;198316;13; White; Male;15024;0;50;USA
2861;20;168165;10; White; Male;0;0;30;USA
2862;35;356838;10; White; Male;2829;0;55;Others
2863;52;210736;13; White; Male;0;0;60;USA
2864;25;173212;12; White; Male;2354;0;45;USA
2865;19;130431;3; White; Male;0;0;36;Others
2866;54;197481;10; White; Female;0;0;40;USA
2867;21;155066;10; White; Male;0;0;40;USA
2868;26;31290;9; White; Female;0;0;40;USA
2869;42;54102;11; White; Female;0;0;40;USA
2870;19;181546;10; White; Female;0;0;40;USA
2871;55;153484;14; White; Male;0;1977;50;USA
2872;44;351228;9; White; Male;0;0;40;USA
2873;25;131976;13; White; Male;0;0;55;USA
2874;26;200639;10; White; Male;0;0;40;USA
2875;64;267546;12; White; Female;0;0;40;USA
2876;41;179875;7;Other; Female;0;0;40;USA
2877;43;300528;10; White; Male;0;0;40;USA
2878;45;67716;9; White; Male;10520;0;48;USA
2879;48;326048;13; White; Male;0;0;44;USA
2880;60;191188;9; White; Male;0;0;40;USA
2881;45;32172;10; White; Male;0;0;50;USA
2882;51;252903;6; White; Male;0;1977;40;USA
2883;37;334314;9; White; Female;0;0;40;USA
2884;22;83704;10; White; Male;0;0;30;USA
2885;44;160574;9; White; Male;0;0;65;USA
2886;27;203776;9; White; Male;0;0;50;USA
2887;47;328610;9; White; Male;0;0;40;USA
2888;32;295589;14; Black; Male;0;1977;40;USA
2889;40;174373;13; White; Male;0;0;50;USA
2890;41;247752;9; White; Male;0;0;40;USA
2891;26;139992;13; White; Female;0;0;40;USA
2892;47;95680;10;Other; Male;0;0;40;USA
2893;55;189933;9; White; Male;0;0;45;USA
2894;38;498785;9; White; Male;0;0;40;USA
2895;24;177526;13; White; Male;0;0;15;USA
2896;64;150121;16; White; Male;0;0;25;USA
2897;56;130454;13; White; Male;0;0;40;USA
2898;41;119079;9; White; Male;0;0;49;USA
2899;33;220939;9; White; Male;7298;0;45;USA
2900;33;94235;15; White; Male;0;0;42;USA
2901;21;305874;10; White; Male;0;0;40;USA
2902;59;62020;9; Black; Male;0;0;40;USA
2903;58;235624;11; White; Male;0;0;40;Others
2904;43;247514;14; White; Male;0;0;40;USA
2905;21;275726;9; Black; Male;0;0;40;USA
2906;45;72896;9; White; Male;0;0;40;USA
2907;53;110510;9; White; Female;0;0;50;USA
2908;27;200641;6; White; Female;0;0;40;Others
2909;38;242720;14; White; Male;0;0;35;USA
2910;31;111567;13; White; Male;0;0;70;USA
2911;41;179533;9; White; Male;0;0;35;USA
2912;22;334693;10; White; Female;0;0;40;USA
2913;43;198096;14; White; Male;0;0;60;USA
2914;41;355756;10; White; Male;0;0;40;USA
2915;27;19395;10; White; Female;0;0;35;USA
2916;41;242586;10; White; Male;0;0;40;USA
2917;36;208358;15; White; Male;99999;0;45;USA
2918;49;160647;13; White; Female;0;0;40;USA
2919;20;227943;9; White; Male;0;0;45;USA
2920;58;197665;9; White; Female;0;0;45;USA
2921;35;216129;8; Black; Female;0;0;40;Others
2922;30;326104;9; White; Male;0;0;40;USA
2923;21;57211;9; White; Male;0;0;40;USA
2924;29;100219;12; White; Male;0;0;45;USA
2925;40;291192;9; White; Female;0;0;40;USA
2926;54;93415;13;Other; Female;0;0;40;USA
2927;35;191502;13; White; Male;0;0;60;USA
2928;35;261382;13; White; Male;0;0;50;USA
2929;59;374924;9; Black; Female;0;0;40;USA
2930;43;320984;10; White; Male;0;0;50;USA
2931;39;338320;6; White; Male;0;0;60;USA
2932;51;135190;4; Black; Female;0;0;30;USA
2933;71;157909;10; White; Female;2964;0;60;USA
2934;33;637222;8; Black; Female;0;0;40;USA
2935;28;430084;9; Black; Male;0;0;35;USA
2936;30;125279;9; White; Male;0;0;40;USA
2937;20;221955;3; White; Male;0;0;40;Others
2938;51;180195;9; White; Male;0;0;50;USA
2939;39;208778;9; White; Female;0;0;40;USA
2940;62;81534;10;Other; Male;0;0;40;USA
2941;28;142264;5; White; Male;0;0;50;Others
2942;23;128604;9;Other; Male;0;0;48;Others
2943;39;277886;13; White; Female;0;0;30;USA
2944;50;100029;13; White; Male;0;0;65;USA
2945;31;169269;4; White; Male;0;0;40;USA
2946;45;160472;13; White; Male;0;1977;50;USA
2947;47;297884;6; White; Male;0;0;40;USA
2948;59;99131;9; White; Female;0;0;18;USA
2949;32;44392;12; White; Male;0;0;40;USA
2950;49;199029;13; White; Male;0;2415;55;USA
2951;74;181508;9; White; Male;0;0;17;USA
2952;22;190625;10; White; Male;0;0;35;USA
2953;32;194740;10; White; Male;0;0;55;Others
2954;34;27380;13; White; Male;0;0;50;USA
2955;59;160631;13; White; Male;0;0;60;USA
2956;36;224531;13; White; Male;0;0;50;USA
2957;59;283005;7; White; Female;0;0;40;USA
2958;47;101926;13; White; Male;0;0;70;USA
2959;53;135102;9; White; Male;0;2002;45;USA
2960;25;113436;10; White; Male;0;0;35;USA
2961;44;248973;13; Black; Male;0;0;65;USA
2962;57;225334;15; White; Female;15024;0;35;USA
2963;42;157562;13; White; Male;0;1902;80;USA
2964;58;310085;6; White; Male;0;0;40;USA
2965;39;129597;13; White; Male;3464;0;40;USA
2966;45;204205;4; White; Male;0;0;48;USA
2967;47;169324;13; Black; Female;0;0;35;USA
2968;52;141301;9; White; Female;0;0;40;USA
2969;34;235124;9; Black; Female;0;0;35;USA
2970;36;367020;4; White; Male;0;0;35;USA
2971;41;149102;9; White; Male;0;0;40;Others
